Issue key,Issue id,"Custom field 
(CRM Company)",Custom field (Environment),Status,Custom field (Request Category),Created,Resolved,Resolution
TSR-290263,472011,Customer 27,,Closed,Software Change,08-Apr-22,06-May-22,Done
TSR-290239,471986,Customer 27,,Closed,Software Change,08-Apr-22,23-Apr-22,Done
TSR-287809,468817,Customer 27,,Closed,Infrastructure Change,06-Apr-22,06-May-22,Done
TSR-287792,468800,Customer 27,,Closed,Infrastructure Change,06-Apr-22,12-Apr-22,Done
TSR-286550,467431,Customer 27,,In Review,Software Change,04-Apr-22,,
TSR-286401,467268,Customer 27,,Closed,Software Change,04-Apr-22,24-May-22,Done
TSR-285757,466586,Customer 27,,Closed,Software Change,01-Apr-22,23-Apr-22,Done
TSR-285684,466505,Customer 27,,Closed,Software Change,01-Apr-22,14-Apr-22,Done
TSR-285679,466500,Customer 27,,Closed,Software Change,01-Apr-22,14-Apr-22,Done
TSR-283287,463922,Customer 27,,Closed,Software Change,30-Mar-22,20-Apr-22,Done
TSR-282676,463284,Customer 27,,Closed,Software Change,29-Mar-22,11-May-22,Done
TSR-282671,463279,Customer 27,,Closed,Software Change,29-Mar-22,23-Apr-22,Done
TSR-282629,463233,Customer 27,,Closed,Software Change,29-Mar-22,14-Apr-22,Done
TSR-281800,462279,Customer 27,,Closed,Software Change,28-Mar-22,11-May-22,Done
TSR-281703,462166,Customer 27,,Waiting on customer,Software Change,28-Mar-22,,
TSR-280267,460596,Customer 27,,Closed,Infrastructure Change,25-Mar-22,04-Apr-22,Done
TSR-279581,459751,Customer 27,,Customer Replied,Software Change,24-Mar-22,,
TSR-279245,459367,Customer 27,,Closed,Software Change,24-Mar-22,06-May-22,Done
TSR-277313,457306,Customer 27,,Closed,Software Change,22-Mar-22,19-Aug-22,Done
TSR-275378,455368,Customer 27,,Closed,Software Change,22-Mar-22,14-Apr-22,Done
TSR-274547,454505,Customer 27,,Closed,Software Change,22-Mar-22,30-Mar-22,Done
TSR-274473,454423,Customer 27,,Closed,Software Change,22-Mar-22,19-Aug-22,Done
TSR-274445,454389,Customer 27,,In Review,Software Change,22-Mar-22,,
TSR-274433,454376,Customer 27,,Closed,Infrastructure Change,22-Mar-22,28-Mar-22,Done
TSR-273864,453744,Customer 27,,Closed,Software Change,21-Mar-22,31-Mar-22,Done
TSR-273857,453736,Customer 27,,Closed,Software Change,21-Mar-22,22-Apr-22,Done
TSR-272954,452675,Customer 27,,Closed,Software Change,18-Mar-22,30-Mar-22,Done
TSR-272938,452658,Customer 27,,Closed,Software Change,18-Mar-22,31-Mar-22,Done
TSR-271494,451073,Customer 27,,Closed,Software Change,17-Mar-22,24-Mar-22,Done
TSR-270049,449460,Customer 27,,Closed,Software Change,16-Mar-22,21-Mar-22,Done
TSR-268868,448119,Customer 27,,Closed,Software Change,14-Mar-22,24-Mar-22,Done
TSR-266597,445601,Customer 27,,Closed,Infrastructure Change,10-Mar-22,31-Mar-22,Done
TSR-266344,445325,Customer 27,,Closed,Software Change,09-Mar-22,31-Mar-22,Done
TSR-266138,445116,Customer 27,,Closed,Software Change,09-Mar-22,14-Mar-22,Done
TSR-264420,443290,Customer 27,,Closed,Software Change,08-Mar-22,16-Mar-22,Done
TSR-257317,435624,Customer 27,,Closed,Software Change,01-Mar-22,11-May-22,Done
TSR-256829,435086,Customer 27,,Closed,Software Change,28-Feb-22,16-Mar-22,Done
TSR-256804,435054,Customer 27,,Closed,Software Change,28-Feb-22,28-Mar-22,Done
TSR-256451,434648,Customer 27,,Closed,Software Change,28-Feb-22,07-Mar-22,Done
TSR-253581,431481,Customer 27,,Closed,Software Change,23-Feb-22,01-Mar-22,Done
TSR-250026,427460,Customer 27,,Closed,Infrastructure Change,16-Feb-22,16-Mar-22,Done
TSR-248126,425266,Customer 27,,In Review,Software Change,14-Feb-22,,
TSR-247672,424739,Customer 27,,Closed,Software Change,12-Feb-22,08-Mar-22,Done
TSR-247344,424392,Customer 27,,Canceled,Infrastructure Change,11-Feb-22,11-Feb-22,Invalid Ticket
TSR-247146,424154,Customer 27,,Closed,Software Change,11-Feb-22,28-Jun-22,Done
TSR-246972,423897,Customer 27,,Closed,Infrastructure Change,11-Feb-22,06-May-22,Done
TSR-246968,423893,Customer 27,,Closed,Infrastructure Change,11-Feb-22,06-May-22,Done
TSR-243698,420135,Customer 27,,In Review,Software Change,05-Feb-22,,
TSR-243416,419848,Customer 27,,Closed,Software Change,04-Feb-22,13-May-22,Done
TSR-243180,419581,Customer 27,,Closed,Software Change,04-Feb-22,16-Mar-22,Done
TSR-242377,418659,Customer 27,,Closed,Software Change,03-Feb-22,15-Mar-22,Done
TSR-241244,416791,Customer 27,,In Review,Software Change,02-Feb-22,,
TSR-239734,415070,Customer 27,,Closed,Software Change,31-Jan-22,25-Feb-22,Done
TSR-239722,415055,Customer 27,,Closed,Software Change,31-Jan-22,05-Feb-22,Done
TSR-239714,415046,Customer 27,,Closed,Software Change,31-Jan-22,16-Feb-22,Done
TSR-239700,415030,Customer 27,,Closed,Software Change,31-Jan-22,25-Feb-22,Done
TSR-239014,414272,Customer 27,,Closed,Software Change,29-Jan-22,02-Feb-22,Done
TSR-238673,413890,Customer 27,,Closed,Software Change,28-Jan-22,31-Jan-22,Done
TSR-237816,412851,Customer 27,,Closed,Infrastructure Change,27-Jan-22,05-Mar-22,Done
TSR-236077,410806,Customer 27,,In Review,Software Change,24-Jan-22,,
TSR-235525,410192,Customer 27,,Closed,Software Change,23-Jan-22,07-Feb-22,Done
TSR-234643,409252,Customer 27,,Closed,Software Change,21-Jan-22,05-May-22,Done
TSR-234616,409221,Customer 27,,In Review,Infrastructure Change,21-Jan-22,,
TSR-229826,403962,Customer 27,,Closed,Software Change,13-Jan-22,16-Mar-22,Done
TSR-228709,402718,Customer 27,,Closed,Software Change,11-Jan-22,19-Jan-22,Done
TSR-225754,399378,Customer 27,,Closed,Software Change,05-Jan-22,19-Aug-22,Done
TSR-224921,398414,Customer 27,,Closed,Software Change,04-Jan-22,08-Feb-22,Done
TSR-224908,398398,Customer 27,,Closed,Software Change,04-Jan-22,19-Jan-22,Done
TSR-224903,398391,Customer 27,,Closed,Software Change,04-Jan-22,19-Jan-22,Done
TSR-224872,398351,Customer 27,,Closed,Software Change,04-Jan-22,25-Jun-22,Done
TSR-224861,398336,Customer 27,,Closed,Software Change,04-Jan-22,16-Mar-22,Done
TSR-224847,398322,Customer 27,,Closed,Software Change,04-Jan-22,25-Feb-22,Done
TSR-224831,398304,Customer 27,,Closed,Software Change,04-Jan-22,06-May-22,Done
TSR-224813,398286,Customer 27,,Closed,Software Change,04-Jan-22,11-May-22,Done
TSR-224677,398134,Customer 27,,Closed,Software Change,04-Jan-22,21-Jan-22,Done
TSR-224583,398031,Customer 27,,Closed,Software Change,03-Jan-22,31-Jan-22,Done
TSR-219204,391954,Customer 27,,In Review,Infrastructure Change,22-Dec-21,,
TSR-218631,391327,Customer 27,,Closed,Software Change,21-Dec-21,10-Jan-22,Done
TSR-218486,391170,Customer 27,,Closed,Software Change,21-Dec-21,08-Feb-22,Done
TSR-218478,391161,Customer 27,,Closed,Software Change,21-Dec-21,10-Jan-22,Done
TSR-217733,390337,Customer 27,,Closed,Software Change,20-Dec-21,25-Feb-22,Done
TSR-215496,387911,Customer 27,,Waiting on customer,Software Change,16-Dec-21,,
TSR-215428,387839,Customer 27,,Canceled,Software Change,15-Dec-21,06-May-22,Not Resolved
TSR-215034,387412,Customer 27,,Closed,Infrastructure Change,15-Dec-21,15-Jan-22,Done
TSR-213177,384921,Customer 27,,Closed,Software Change,13-Dec-21,17-Jan-22,Done
TSR-213170,384914,Customer 27,,Closed,Software Change,13-Dec-21,21-Feb-22,Done
TSR-212332,383831,Customer 27,,Closed,Software Change,10-Dec-21,06-May-22,Done
TSR-210011,381327,Customer 27,,Closed,Software Change,07-Dec-21,17-Jan-22,Done
TSR-209071,380258,Customer 27,,Closed,Software Change,06-Dec-21,10-Jan-22,Done
TSR-205735,376484,Customer 27,,Closed,Software Change,30-Nov-21,19-Aug-22,Done
TSR-205044,375700,Customer 27,,Closed,Software Change,29-Nov-21,19-Jan-22,Done
TSR-198393,368890,Customer 27,,Closed,Software Change,26-Nov-21,17-Jan-22,Done
TSR-195372,365514,Customer 27,,Closed,Software Change,22-Nov-21,10-Jan-22,Done
TSR-191307,360919,Customer 27,,Closed,Software Change,15-Nov-21,25-Mar-22,Done
TSR-190687,360262,Customer 27,,Closed,Software Change,13-Nov-21,06-May-22,Done
TSR-190202,359750,Customer 27,,Waiting on customer,Software Change,12-Nov-21,,
TSR-184927,353668,Customer 27,,In Review,Software Change,03-Nov-21,,
TSR-183202,351730,Customer 27,,In Review,Software Change,30-Oct-21,,
TSR-181360,349702,Customer 27,,In Review,Software Change,27-Oct-21,,
TSR-179063,347130,Customer 27,,Closed,Software Change,23-Oct-21,23-Apr-22,Done
TSR-170778,337909,Customer 27,,Closed,Software Change,11-Oct-21,06-May-22,Done
TSR-169828,336889,Customer 27,,Closed,Software Change,08-Oct-21,19-Aug-22,Done
TSR-167585,334299,Customer 27,,Canceled,Software Change,05-Oct-21,20-Apr-22,Canceled
TSR-163869,330129,Customer 27,,Closed,Software Change,28-Sep-21,10-Jan-22,Done
TSR-163518,329741,Customer 27,,In Review,Software Change,28-Sep-21,,
TSR-158550,324200,Customer 27,,Closed,Software Change,20-Sep-21,21-Feb-22,Done
TSR-156740,322161,Customer 27,,In Review,Software Change,16-Sep-21,,
TSR-143778,302587,Customer 27,,In Review,Software Change,24-Aug-21,,
TSR-138134,296111,Customer 27,,Closed,Software Change,12-Aug-21,10-Jan-22,Done
TSR-133614,290952,Customer 27,,In Review,Software Change,04-Aug-21,,
TSR-131078,288152,Customer 27,,Closed,Software Change,30-Jul-21,19-Aug-22,Done
TSR-130673,287700,Customer 27,,Canceled,Software Change,29-Jul-21,19-Aug-22,Canceled
TSR-129546,286460,Customer 27,,Closed,Software Change,28-Jul-21,06-May-22,Done
TSR-126634,283102,Customer 27,,In Review,Software Change,21-Jul-21,,
TSR-121433,277225,Customer 27,,Awaiting Non Prod Implementation,Software Change,14-Jul-21,,
TSR-119651,275156,Customer 27,,In Review,Software Change,10-Jul-21,,
TSR-119119,274567,Customer 27,,Closed,Software Change,09-Jul-21,10-Mar-22,Done
TSR-116898,271713,Customer 27,,Closed,Software Change,05-Jul-21,18-Jan-22,Done
TSR-106586,259818,Customer 27,,In Review,Software Change,15-Jun-21,,
TSR-106065,259227,Customer 27,,Canceled,Software Change,14-Jun-21,06-May-22,Not Resolved
TSR-105372,258470,Customer 27,,Waiting on customer,Software Change,11-Jun-21,,
TSR-104629,257654,Customer 27,,Closed,Software Change,10-Jun-21,04-May-22,Done
TSR-97776,249753,Customer 27,,In Review,Software Change,27-May-21,,
TSR-89679,240357,Customer 27,,Closed,Software Change,13-May-21,19-Aug-22,Done
TSR-89664,240342,Customer 27,,Closed,Software Change,13-May-21,21-Mar-22,Done
TSR-89475,240144,Customer 27,,In Review,Software Change,12-May-21,,
TSR-84655,234601,Customer 27,,Closed,Software Change,03-May-21,31-Jan-22,Done
TSR-79921,229058,Customer 27,,In Review,Software Change,22-Apr-21,,
TSR-51863,197860,Customer 27,,In Review,Software Change,25-Mar-21,,
TSR-50976,196675,Customer 27,,Closed,Software Change,22-Mar-21,15-Jun-22,Done
TSR-48927,193922,Customer 27,,In Review,Software Change,12-Mar-21,,
TSR-48707,193644,Customer 27,,Closed,Software Change,11-Mar-21,06-May-22,Done
TSR-41265,183877,Customer 27,,In Review,Software Change,04-Feb-21,,
TSR-40542,182861,Customer 27,,Closed,Software Change,01-Feb-21,21-Jan-22,Done
TSR-39808,181874,Customer 27,,Closed,Software Change,27-Jan-21,06-May-22,Done
TSR-38785,180347,Customer 27,,In Review,Software Change,21-Jan-21,,
TSR-31830,171179,Customer 27,,Canceled,Software Change,09-Dec-20,19-Aug-22,Canceled
TSR-28672,166412,Customer 27,,Closed,Software Change,21-Nov-20,10-Jan-22,Done
TSR-18713,151316,Customer 27,,In Review,Software Change,29-Sep-20,,
TSR-18658,151238,Customer 27,,Closed,Software Change,28-Sep-20,20-Apr-22,Done
TSR-392336,583738,Customer 28,,Awaiting Prod implementation,Software Change,09-Sep-22,,
TSR-389879,581047,Customer 28,,Awaiting Non Prod Implementation,Software Change,06-Sep-22,,
TSR-384161,574848,Customer 28,,Awaiting Prod implementation,Software Change,29-Aug-22,,
TSR-382760,573330,Customer 28,,Awaiting Prod implementation,Infrastructure Change,26-Aug-22,,
TSR-381992,572486,Customer 28,,Waiting on customer,Software Change,25-Aug-22,,
TSR-376032,565702,Customer 28,,Waiting on customer,Software Change,17-Aug-22,,
TSR-367293,556237,Customer 28,,Hold,Software Change,03-Aug-22,,
TSR-362937,551520,Customer 28,,Closed,Infrastructure Change,28-Jul-22,10-Aug-22,Done
TSR-357217,545413,Customer 28,,Waiting on customer,Software Change,21-Jul-22,,
TSR-347752,535136,Customer 28,,In Review,Software Change,07-Jul-22,,
TSR-346560,533835,Customer 28,,Closed,Software Change,06-Jul-22,27-Jul-22,Done
TSR-340732,527542,Customer 28,,Closed,Software Change,28-Jun-22,27-Jul-22,Done
TSR-336720,523161,Customer 28,,Canceled,Infrastructure Change,22-Jun-22,22-Jun-22,Duplicate
TSR-336134,522518,Customer 28,,Closed,Infrastructure Change,21-Jun-22,27-Jul-22,Done
TSR-326995,512568,Customer 28,,Waiting on customer,Software Change,07-Jun-22,,
TSR-324534,509871,Customer 28,,Canceled,Infrastructure Change,03-Jun-22,27-Jul-22,Resolved
TSR-323098,508312,Customer 28,,Closed,Software Change,01-Jun-22,16-Jun-22,Done
TSR-318049,502887,Customer 28,,Canceled,Software Change,25-May-22,25-May-22,Resolved
TSR-317306,502073,Customer 28,,Closed,Infrastructure Change,24-May-22,25-May-22,Done
TSR-310135,494259,Customer 28,,Closed,Software Change,12-May-22,25-May-22,Done
TSR-306210,490015,Customer 28,,Closed,Infrastructure Change,05-May-22,10-May-22,Done
TSR-305275,488982,Customer 28,,Closed,Infrastructure Change,04-May-22,02-Jun-22,Done
TSR-302811,486319,Customer 28,,Closed,Software Change,29-Apr-22,12-Jun-22,Done
TSR-298949,482022,Customer 28,,Canceled,Software Change,24-Apr-22,24-Apr-22,Resolved
TSR-289046,470189,Customer 28,,Closed,Software Change,07-Apr-22,12-Jun-22,Done
TSR-285337,466130,Customer 28,,Closed,Infrastructure Change,01-Apr-22,12-Apr-22,Done
TSR-281611,462055,Customer 28,,Closed,Software Change,28-Mar-22,02-Jun-22,Done
TSR-281597,462039,Customer 28,,Closed,Software Change,28-Mar-22,30-May-22,Done
TSR-268843,448093,Customer 28,,Closed,Infrastructure Change,14-Mar-22,22-Apr-22,Done
TSR-268781,448024,Customer 28,,Closed,Software Change,14-Mar-22,12-Jun-22,Done
TSR-266147,445125,Customer 28,,Closed,Software Change,09-Mar-22,12-Jun-22,Done
TSR-258247,436682,Customer 28,,Closed,Infrastructure Change,02-Mar-22,05-Mar-22,Done
TSR-257215,435506,Customer 28,,Customer Replied,Software Change,01-Mar-22,,
TSR-256554,434774,Customer 28,,Closed,Software Change,28-Feb-22,12-Jun-22,Done
TSR-253689,431617,Customer 28,,Closed,Software Change,23-Feb-22,12-Jun-22,Done
TSR-252966,430788,Customer 28,,Closed,Software Change,22-Feb-22,12-Jun-22,Done
TSR-252202,429922,Customer 28,,Waiting on customer,Software Change,21-Feb-22,,
TSR-248928,426178,Customer 28,,Closed,Software Change,15-Feb-22,12-Jun-22,Done
TSR-245459,422167,Customer 28,,Waiting on customer,Software Change,09-Feb-22,,
TSR-244362,420879,Customer 28,,Closed,Software Change,07-Feb-22,27-Jul-22,Done
TSR-235971,410694,Customer 28,,Closed,Software Change,24-Jan-22,12-Jun-22,Done
TSR-235472,410137,Customer 28,,Closed,Infrastructure Change,23-Jan-22,12-Jun-22,Done
TSR-234902,409534,Customer 28,,Waiting on customer,Software Change,21-Jan-22,,
TSR-233548,408033,Customer 28,,Closed,Infrastructure Change,19-Jan-22,06-Jun-22,Done
TSR-228613,402610,Customer 28,,Closed,Software Change,11-Jan-22,12-Jun-22,Done
TSR-227001,400813,Customer 28,,Closed,Software Change,07-Jan-22,12-Jun-22,Done
TSR-226971,400779,Customer 28,,Closed,Software Change,07-Jan-22,12-Jun-22,Done
TSR-219992,392837,Customer 28,,Closed,Software Change,23-Dec-21,12-Jun-22,Done
TSR-219989,392834,Customer 28,,Closed,Software Change,23-Dec-21,12-Jun-22,Done
TSR-219985,392830,Customer 28,,Awaiting Non Prod Implementation,Software Change,23-Dec-21,,
TSR-214919,387002,Customer 28,,Closed,Infrastructure Change,15-Dec-21,12-Jan-22,Done
TSR-212343,383843,Customer 28,,Closed,Software Change,10-Dec-21,12-Jun-22,Done
TSR-210708,382095,Customer 28,,Closed,Software Change,08-Dec-21,12-Jun-22,Done
TSR-210622,382004,Customer 28,,Closed,Software Change,08-Dec-21,12-Jun-22,Done
TSR-196377,366620,Customer 28,,Closed,Software Change,23-Nov-21,12-Jun-22,Done
TSR-196349,366592,Customer 28,,Closed,Software Change,23-Nov-21,12-Jun-22,Done
TSR-196330,366572,Customer 28,,Closed,Software Change,23-Nov-21,12-Jun-22,Done
TSR-188359,357590,Customer 28,,Closed,Software Change,09-Nov-21,27-Jul-22,Done
TSR-187730,356895,Customer 28,,Customer Replied,Software Change,08-Nov-21,,
TSR-171614,338830,Customer 28,,Closed,Software Change,12-Oct-21,12-Jun-22,Done
TSR-165726,332238,Customer 28,,Customer Replied,Software Change,01-Oct-21,,
TSR-163462,329661,Customer 28,,In Review,Software Change,28-Sep-21,,
TSR-160739,326661,Customer 28,,Closed,Software Change,23-Sep-21,12-Jun-22,Done
TSR-159693,325451,Customer 28,,Waiting on customer,Software Change,21-Sep-21,,
TSR-145601,304667,Customer 28,,Waiting on customer,Software Change,26-Aug-21,,
TSR-131114,288190,Customer 28,,Closed,Software Change,30-Jul-21,12-Jun-22,Done
TSR-110035,263859,Customer 28,,Closed,Software Change,22-Jun-21,12-Jun-22,Done
TSR-106102,259271,Customer 28,,Waiting on customer,Software Change,14-Jun-21,,
TSR-101144,253560,Customer 28,,Waiting on customer,Software Change,03-Jun-21,,
TSR-96211,247995,Customer 28,,Waiting on customer,Software Change,25-May-21,,
TSR-92806,244055,Customer 28,,Closed,Software Change,19-May-21,12-Jun-22,Done
TSR-92128,243322,Customer 28,,Waiting on customer,Software Change,18-May-21,,
TSR-90378,241177,Customer 28,,Closed,Software Change,14-May-21,12-Jun-22,Done
TSR-89342,240000,Customer 28,,Waiting on customer,Software Change,12-May-21,,
TSR-88814,239415,Customer 28,,Waiting on customer,Software Change,11-May-21,,
TSR-88110,238610,Customer 28,,Awaiting Non Prod Implementation,Software Change,10-May-21,,
TSR-86737,237030,Customer 28,,Waiting on customer,Software Change,06-May-21,,
TSR-86712,236997,Customer 28,,Waiting on customer,Software Change,06-May-21,,
TSR-86709,236994,Customer 28,,Waiting on customer,Software Change,06-May-21,,
TSR-86639,236921,Customer 28,,Waiting on customer,Software Change,06-May-21,,
TSR-84984,234995,Customer 28,,Closed,Software Change,04-May-21,12-Jun-22,Done
TSR-53736,200759,Customer 28,,Waiting on customer,Software Change,02-Apr-21,,
TSR-53604,200627,Customer 28,,Closed,Software Change,02-Apr-21,12-Jun-22,Done
TSR-42042,184888,Customer 28,,Waiting on customer,Software Change,09-Feb-21,,
TSR-32611,172293,Customer 28,,Waiting on customer,Infrastructure Change,14-Dec-20,,
TSR-322744,507926,Customer 29,,Waiting on customer,Software Change,01-Jun-22,,
TSR-400484,592700,Customer 29,,In Review,Infrastructure Change,22-Sep-22,,
TSR-383074,573682,Customer 29,,Awaiting Prod implementation,Infrastructure Change,26-Aug-22,,
TSR-377883,567741,Customer 29,,Awaiting Non Prod Implementation,Software Change,19-Aug-22,,
TSR-359884,548184,Customer 29,,Hold,Software Change,25-Jul-22,,
TSR-346533,533808,Customer 29,,Canceled,Infrastructure Change,06-Jul-22,22-Jul-22,Resolved
TSR-346265,533511,Customer 29,,Waiting on customer,Software Change,06-Jul-22,,
TSR-341617,528494,Customer 29,,Closed,Software Change,29-Jun-22,19-Aug-22,Done
TSR-339016,525681,Customer 29,,In Review,Infrastructure Change,25-Jun-22,,
TSR-337470,524016,Customer 29,,Closed,Infrastructure Change,23-Jun-22,16-Aug-22,Done
TSR-334922,521213,Customer 29,,Closed,Infrastructure Change,20-Jun-22,23-Jun-22,Done
TSR-332483,518511,Customer 29,,Closed,Infrastructure Change,15-Jun-22,22-Aug-22,Done
TSR-322378,507538,Customer 29,,Closed,Infrastructure Change,31-May-22,27-Jun-22,Done
TSR-322334,507493,Customer 29,,Closed,Infrastructure Change,31-May-22,22-Aug-22,Done
